"Data_Status","State","MSN","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"2018F","US","DFEIV"," 79.8"," 140.7"," 192.7"," 249.9"," 592.4"," 458.2"," 521.5"," 671.6"," 692.7"," 670.5"," 904.3"," 876.2"," 605.2"," 596.5"," 550.1"," 501.7"," 305.9"," 373.5"," 416.3"," 648"," 541.5"," 404.9"," 350.1"," 385.7"," 491"," 449"," 549.8"," 500.9"," 469.2"," 575.8"," 1199.3"," 1049.4"," 724.7"," 1099"," 925.7"," 1314.1"," 1050.5"," 1379.3"," 1555"," 929.9"," 1324.7"," 1434.4"," 1244.2"," 1283.5"," 1821.3"," 1023.7"," 610.6"," 741.6"," 1308.3"
"2018F","US","DFICD"," .72"," .75"," .75"," .92"," 2.02"," 2.23"," 2.38"," 2.68"," 2.82"," 3.85"," 5.54"," 6.52"," 6.61"," 6.58"," 6.54"," 6.26"," 4.04"," 4.51"," 4.14"," 4.82"," 5.9"," 5.3"," 5.17"," 5.09"," 4.88"," 4.87"," 5.8"," 5.44"," 4.22"," 4.92"," 7.66"," 7.01"," 6.33"," 7.63"," 10.07"," 14.27"," 16.44"," 18.01"," 24.68"," 14.77"," 18.55"," 24.83"," 25.38"," 24.83"," 23.49"," 14.93"," 12.37"," 14.89"," 18"
"2018F","US","DFICV"," 866.3"," 934.3"," 1011.9"," 1320.2"," 2641.6"," 2907.2"," 3548.8"," 4450.5"," 4783"," 6664.3"," 7231.5"," 8982.9"," 8599.1"," 7476.7"," 7815"," 6977.4"," 4649.5"," 5116.8"," 4656"," 5477.9"," 6773.3"," 5694"," 5703.9"," 5672.3"," 5396.9"," 5473"," 6857.4"," 6512.1"," 5084.2"," 5822.9"," 9158.4"," 9055.3"," 7585.9"," 8878.7"," 12167.5"," 17945.1"," 20646.8"," 22573.4"," 33201.4"," 15810.1"," 21331.3"," 30582.9"," 32153.4"," 31310.6"," 31997.4"," 17376.7"," 14239.2"," 17865.9"," 22469.4"
"2018F","US","DFISB"," 1202038"," 1244808"," 1354330"," 1436459"," 1305900"," 1304252"," 1491055"," 1663713"," 1697973"," 1729742"," 1305089"," 1376750"," 1301085"," 1135518"," 1194556"," 1114764"," 1150126"," 1135569"," 1125153"," 1136560"," 1148171"," 1075338"," 1103964"," 1113843"," 1106646"," 1124180"," 1181593"," 1197824"," 1205785"," 1182600"," 1194896"," 1292309"," 1198190"," 1163927"," 1208214"," 1257648"," 1255565"," 1253556"," 1345373"," 1070611"," 1150194"," 1231936"," 1266830"," 1261247"," 1361886"," 1164262"," 1151495"," 1199906"," 1248248"
"2018F","US","DFRCD"," 1.39"," 1.46"," 1.47"," 1.69"," 2.61"," 2.74"," 2.94"," 3.32"," 3.51"," 5.04"," 7.02"," 8.63"," 8.38"," 8.11"," 8.25"," 7.93"," 6.36"," 6.06"," 6.12"," 6.76"," 8.01"," 7.68"," 7.02"," 6.85"," 6.66"," 6.53"," 7.48"," 7.46"," 6.45"," 6.62"," 9.93"," 9.49"," 8.61"," 10.33"," 11.74"," 15.54"," 17.96"," 19.76"," 24.53"," 18.29"," 21.58"," 25.94"," 28.88"," 28.29"," 27.58"," 19.01"," 16.24"," 18.17"," 20.1"
"2018F","US","DFRCV"," 2602.8"," 2773.8"," 2931.6"," 3378.5"," 4816"," 4954.2"," 5834.1"," 6630.2"," 6853.8"," 8199.7"," 9233.8"," 9901.8"," 8795.9"," 7500"," 8999.4"," 8667.5"," 7070.4"," 7003.3"," 7288.3"," 7843.2"," 7839.1"," 7142.8"," 6876.9"," 6671.1"," 6389"," 5902.7"," 6919.5"," 6515.7"," 4974.7"," 5470.8"," 8979.5"," 8610.3"," 7393"," 9617.9"," 10829.6"," 13261.5"," 12738"," 14246.8"," 18393"," 10640.3"," 12108.8"," 13543.2"," 13913.9"," 13874.5"," 14675.3"," 10458.6"," 7039.5"," 7835.9"," 10177"
"2018F","US","DFRFB"," 24127"," 21605"," 26632"," 32212"," 40181"," 34711"," 38602"," 55722"," 51918"," 34531"," 18623"," 11819"," 11697"," 6757"," 8452"," 4415"," 9978"," 5627"," 4561"," 2499"," 2313"," 2592"," 3105"," 3000"," 2904"," 5849"," 4266"," 4196"," 4428"," 3328"," 4213"," 6215"," 4888"," 5534"," 4747"," 4393"," 2519"," 2429"," 2728"," 1958"," 2541"," 2787"," 3108"," 2737"," 1781"," 3342"," 2332"," 2263"," 2528"
"2018F","US","DFSCB"," 5376877"," 5636311"," 6183459"," 6542547"," 6227030"," 6026615"," 6640896"," 7070164"," 7244220"," 7004726"," 6091657"," 6002354"," 5666886"," 5712968"," 6056643"," 6093352"," 6186313"," 6322729"," 6650560"," 6709206"," 6419767"," 6207330"," 6347736"," 6463001"," 6714639"," 6805989"," 7164106"," 7293723"," 7347453"," 7583362"," 7923098"," 8164138"," 8014893"," 8335264"," 8636868"," 8740492"," 8828086"," 8855813"," 8343731"," 7654554"," 8008048"," 8208396"," 7893979"," 8048318"," 8490547"," 8399164"," 8167277"," 8260466"," 8712146"
"2018F","US","DFTCD"," 1.16"," 1.22"," 1.22"," 1.46"," 2.44"," 2.6"," 2.77"," 3.11"," 3.26"," 4.69"," 6.7"," 8.03"," 7.78"," 7.32"," 7.37"," 7.22"," 5.68"," 5.97"," 5.83"," 6.43"," 7.68"," 7.29"," 7.09"," 7.08"," 7"," 6.98"," 7.88"," 7.67"," 6.58"," 7.2"," 9.87"," 9.19"," 8.64"," 10.03"," 12.25"," 16.43"," 18.62"," 20.01"," 26.48"," 17.13"," 21"," 27.04"," 27.97"," 27.61"," 26.72"," 18.6"," 15.81"," 18.26"," 21.83"
"2018F","US","DFTCV"," 6253.2"," 6890.3"," 7551.7"," 9523.7"," 15217.5"," 15679.9"," 18402.3"," 22003.9"," 23587"," 32853.9"," 40797.4"," 48199.6"," 44087.4"," 41845.5"," 44667.5"," 43972"," 35112.5"," 37729"," 38775.8"," 43158.9"," 49335.4"," 45269"," 45019.4"," 45732.3"," 47001.6"," 47532.2"," 56454.5"," 55922.1"," 48349.7"," 54564"," 78208.2"," 75033.5"," 69284.1"," 83612.7"," 105770.4"," 143596.4"," 164395.4"," 177162.3"," 220935.6"," 131104.1"," 168183.3"," 221972.3"," 220769.9"," 222205.9"," 226832.7"," 156260.5"," 129161.4"," 150859.8"," 190165.4"
"2018F","US","DFTXD"," 1.18"," 1.24"," 1.24"," 1.47"," 2.46"," 2.62"," 2.78"," 3.13"," 3.27"," 4.7"," 6.72"," 8.04"," 7.79"," 7.34"," 7.39"," 7.24"," 5.7"," 5.99"," 5.86"," 6.48"," 7.72"," 7.33"," 7.12"," 7.11"," 7.05"," 7.03"," 7.92"," 7.72"," 6.64"," 7.25"," 9.94"," 9.26"," 8.69"," 10.09"," 12.3"," 16.49"," 18.66"," 20.05"," 26.52"," 17.16"," 21.05"," 27.08"," 27.99"," 27.64"," 26.76"," 18.64"," 15.85"," 18.29"," 21.88"
"2018F","US","DFTXV"," 6173.5"," 6749.6"," 7359.1"," 9273.9"," 14625"," 15221.6"," 17880.8"," 21332.3"," 22894.3"," 32183.4"," 39893.1"," 47323.3"," 43482.2"," 41249"," 44117.5"," 43470.3"," 34806.7"," 37355.5"," 38359.5"," 42510.9"," 48793.9"," 44864.1"," 44669.3"," 45346.6"," 46510.7"," 47083.2"," 55904.7"," 55421.2"," 47880.4"," 53988.2"," 77008.8"," 73984.1"," 68559.4"," 82513.7"," 104844.7"," 142282.3"," 163344.9"," 175782.9"," 219380.6"," 130174.2"," 166858.5"," 220537.9"," 219525.8"," 220922.4"," 225011.4"," 155236.8"," 128550.8"," 150118.2"," 188857"
"2018F","US","ELEXD"," 1.27"," 1.36"," 1.44"," 1.55"," 2.1"," 2.57"," 2.74"," 3.1"," 3.46"," 3.78"," 4.58"," 5.32"," 6.14"," 6.15"," 5.99"," 6.17"," 6.12"," 5.92"," 5.83"," 5.86"," 9.18"," 9.47"," 10.06"," 6.93"," 10.22"," 8.54"," 10.99"," 7.08"," 6.32"," 5.28"," 9.86"," 19.9"," 7.2"," 9.6"," 10.88"," 16.04"," 12.95"," 14.77"," 15.87"," 9.64"," 9.98"," 7.64"," 6.12"," 9.78"," 12.91"," 8.11"," 5.88"," 5.45"," 8.73"
"2018F","US","ELEXV"," 18.2"," 16.4"," 13.8"," 13.6"," 19.5"," 44.5"," 22.2"," 29"," 17.5"," 28.2"," 64"," 55.6"," 74.1"," 70.1"," 52.3"," 104.4"," 100.5"," 118.8"," 140.6"," 302.8"," 505.4"," 74.4"," 97"," 83.8"," 70.1"," 105.6"," 123.8"," 216.9"," 294.5"," 256.2"," 498.7"," 1118.5"," 388"," 785.5"," 849.7"," 1047.9"," 1072.7"," 1015.2"," 1310.3"," 596.3"," 650.8"," 392.1"," 250.5"," 379.4"," 585.6"," 252.3"," 187.3"," 174.3"," 411.1"
"2018F","US","ELIMD"," 1.92"," 2.07"," 2.18"," 2.35"," 3.18"," 3.89"," 4.15"," 4.7"," 5.24"," 5.73"," 6.94"," 8.06"," 9.31"," 9.32"," 9.08"," 9.34"," 9.27"," 8.97"," 8.84"," 8.88"," 8.37"," 7.2"," 6.6"," 6.61"," 6.35"," 6.21"," 6.37"," 6.71"," 7.87"," 8.69"," 16.78"," 20.47"," 8.94"," 13.21"," 13.84"," 16.53"," 17.32"," 18.25"," 18.28"," 12.1"," 13.31"," 11.53"," 9.51"," 11.49"," 13.31"," 10.54"," 8.74"," 9.18"," 10.74"
"2018F","US","ELIMV"," 40.4"," 49.7"," 78.1"," 135.1"," 167.1"," 149.6"," 155.8"," 323.3"," 379.5"," 440.5"," 592.2"," 998.8"," 1043"," 1230.1"," 1307.9"," 1463"," 1287.4"," 1598"," 1171.2"," 791.5"," 527"," 538.5"," 635.9"," 706.9"," 1015.1"," 908.2"," 944.7"," 985.3"," 1060.5"," 1280.6"," 2782.7"," 2689.5"," 1122.3"," 1369.8"," 1615.4"," 2478.2"," 2522.5"," 3199.9"," 3556"," 2155.4"," 2046.9"," 2057.4"," 1923.4"," 2713.7"," 3020.1"," 2718.7"," 2074.9"," 2058.4"," 2135.3"
"2018F","US","EMACV"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 72.5"," 189.8"," 308.5"," 366.9"," 450.5"," 390.5"," 477.9"," 487.4"," 545.2"," 551"," 622.5"," 702.1",,,,,,,,,,,,,,,,,,,,,,,,,,
"2018F","US","EMCCV"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," .7"," 1.6"," 2.6"," 3.3"," 3.3"," 3.3"," 4.1"," 4.7"," 4.6"," 4.6"," 4.3"," 4.3",,,,,,,,,,,,,,,,,,,,,,,,,,
"2018F","US","EMICV"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 2.7"," 4.9"," 4.3"," 7.5"," 10.1"," 7.8"," 9.2"," 8.3"," 9.8"," 9.1"," 11.6"," 14.1",,,,,,,,,,,,,,,,,,,,,,,,,,
"2018F","US","EMTCV"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 75.9"," 196.4"," 315.3"," 377.6"," 463.9"," 401.6"," 491.3"," 500.4"," 559.6"," 564.7"," 638.4"," 720.5",,,,,,,,,,,,,,,,,,,,,,,,,,
"2018F","US","ESACD"," 4.65"," 5.35"," 6.01"," 6.7"," 10.91"," 11.72"," 11.97"," 10.85"," 12.46"," 13.65"," 14.71"," 16.9"," 20.42"," 21.06"," 20.29"," 19.74"," 19.63"," 23.03"," 22.05"," 22.99"," 20.26"," 20.38"," 21.77"," 22.43"," 22.61"," 22.63"," 22.59"," 22.47"," 21.72"," 20.57"," 20.71"," 21.59"," 21.02"," 22.05"," 21.05"," 25.12"," 27.96"," 28.42"," 31.39"," 31.25"," 30.95"," 30.67"," 29.93"," 30.93"," 30.62"," 29.57"," 28.22"," 28.38"," 28.43"
"2018F","US","ESACV"," 49.4"," 56"," 62.3"," 70.5"," 106"," 119"," 120.4"," 113.2"," 124.9"," 138.1"," 162.8"," 183.7"," 224.7"," 267"," 290"," 279.3"," 295.6"," 358.5"," 351.3"," 374.2"," 328.4"," 330.9"," 349.4"," 365.2"," 385.2"," 384.1"," 379.5"," 376.2"," 367.7"," 359.7"," 380.3"," 404"," 396.5"," 517.7"," 518.8"," 643.2"," 702"," 792.5"," 819.8"," 828.4"," 814.3"," 802.7"," 747.4"," 804.8"," 810.5"," 770.5"," 721.7"," 728.5"," 743.6"
"2018F","US","ESCCD"," 6.09"," 6.44"," 6.71"," 7.06"," 8.91"," 10.11"," 10.82"," 11.99"," 12.78"," 13.72"," 16.06"," 18.44"," 20.11"," 20.57"," 20.89"," 21.3"," 21.1"," 20.44"," 20.34"," 20.77"," 21.2"," 21.73"," 22.15"," 22.4"," 22.35"," 22.29"," 22.17"," 22.03"," 21.48"," 21.01"," 21.52"," 22.99"," 22.81"," 23.54"," 23.95"," 25.4"," 27.72"," 28.27"," 30.06"," 29.77"," 29.87"," 30"," 29.57"," 30.07"," 31.48"," 31.18"," 30.58"," 31.25"," 31.27"
"2018F","US","ESCCV"," 7319.5"," 8300.7"," 9442.7"," 10707.1"," 13372.8"," 16156.7"," 18148.2"," 21023.4"," 23166.4"," 25433.1"," 30611.3"," 37484"," 41759.3"," 43529.1"," 47304.1"," 50091.7"," 51449.3"," 51899.7"," 54411.2"," 57460.1"," 60626.6"," 63407.3"," 64233.4"," 67626.2"," 69637.3"," 72480.6"," 74120.5"," 77152.7"," 78999.5"," 79141.4"," 85129"," 93402.2"," 93762.6"," 96263.4"," 100546.2"," 110521.6"," 122913.9"," 128903.2"," 137036"," 132747"," 135553.7"," 135926.7"," 133898.4"," 137188.5"," 145253.2"," 144781.5"," 142642.5"," 144241.9"," 147425.9"
"2018F","US","ESICD"," 2.99"," 3.22"," 3.4"," 3.66"," 4.95"," 6.07"," 6.48"," 7.33"," 8.18"," 8.94"," 10.81"," 12.57"," 14.51"," 14.54"," 14.16"," 14.57"," 14.45"," 13.98"," 13.78"," 13.85"," 13.92"," 14.18"," 14.18"," 14.22"," 14"," 13.68"," 13.49"," 13.29"," 13.13"," 12.98"," 13.6"," 14.78"," 14.3"," 14.97"," 15.38"," 16.77"," 18.02"," 18.71"," 20.34"," 20.05"," 19.89"," 20.02"," 19.6"," 20.26"," 20.86"," 20.33"," 19.91"," 20.23"," 20.36"
"2018F","US","ESICV"," 5624.1"," 6256"," 7173"," 8283.8"," 11184"," 13760.4"," 16083.1"," 18956.2"," 21798.5"," 24797.2"," 28863.2"," 34006.8"," 35364.2"," 37016.8"," 39049.7"," 40189.9"," 39271.5"," 39108.9"," 40507.5"," 42254.8"," 43357.5"," 44201"," 45474.4"," 45726.4"," 46256.5"," 45402.2"," 46102.4"," 45610.5"," 45634.1"," 45429.3"," 47858.8"," 48518.7"," 46605.6"," 49962.3"," 51491"," 56229.4"," 59764.2"," 62934.1"," 67101.7"," 59816.1"," 62766.6"," 64566"," 62936.6"," 64944.2"," 67630.4"," 65168.6"," 63125.8"," 64590.5"," 66224.3"
"2018F","US","ESISB"," 1881319"," 1940500"," 2109865"," 2261143"," 2257970"," 2268146"," 2483055"," 2587146"," 2665820"," 2774038"," 2668870"," 2704689"," 2437631"," 2546397"," 2758541"," 2759110"," 2717936"," 2796854"," 2939548"," 3050457"," 3114947"," 3117631"," 3207990"," 3214961"," 3303902"," 3319980"," 3417119"," 3432697"," 3475518"," 3499032"," 3519172"," 3283785"," 3260223"," 3338152"," 3348726"," 3352502"," 3316275"," 3364242"," 3298838"," 2983444"," 3156080"," 3224751"," 3210961"," 3204806"," 3242598"," 3206071"," 3170858"," 3192728"," 3253379"
"2018F","US","ESRCD"," 6.51"," 6.8"," 7.09"," 7.44"," 9.09"," 10.29"," 10.93"," 11.87"," 12.63"," 13.6"," 15.71"," 18.17"," 20.11"," 21.04"," 20.96"," 21.66"," 21.75"," 21.82"," 21.92"," 22.41"," 22.96"," 23.57"," 24.06"," 24.4"," 24.57"," 24.63"," 24.5"," 24.71"," 24.21"," 23.93"," 24.14"," 25.16"," 24.75"," 25.56"," 26.22"," 27.68"," 30.49"," 31.22"," 33.01"," 33.73"," 33.81"," 34.34"," 34.82"," 35.54"," 36.69"," 37.08"," 36.78"," 37.77"," 37.71"
"2018F","US","ESRCV"," 10351.7"," 11589.1"," 13034.3"," 14712.5"," 17923.7"," 20643.7"," 22620.7"," 26132.2"," 29069.5"," 31682.8"," 38457.6"," 44780.4"," 50045"," 53918.1"," 55776.6"," 58671.7"," 60776.4"," 63317.9"," 66793.2"," 69243.3"," 72378.4"," 76828"," 76848.4"," 82813.8"," 84552.3"," 87609.6"," 90502.9"," 90703.9"," 93360.1"," 93482.4"," 98209.4"," 103157.9"," 106833.6"," 111248.9"," 115577.1"," 128392.7"," 140582.4"," 148294.9"," 155496.5"," 157043.6"," 166778"," 166713.9"," 163280.4"," 169130.6"," 176178"," 177623.6"," 177076.7"," 177661.2"," 189033.3"
"2018F","US","ESRFB"," 66435"," 70697"," 77152"," 79779"," 78824"," 78217"," 89828"," 94813"," 94755"," 98535"," 112135"," 112746"," 104134"," 101313"," 100156"," 95956"," 115834"," 131437"," 119304"," 107891"," 111173"," 112111"," 110910"," 119123"," 135330"," 135330"," 109631"," 109631"," 111187"," 111603"," 112013"," 116646"," 118468"," 116066"," 124176"," 124859"," 134272"," 142721"," 145631"," 146781"," 157727"," 157617"," 152295"," 157215"," 161132"," 159893"," 161695"," 165697"," 164069"
"2018F","US","ESSCB"," 4684092"," 4943375"," 5365536"," 5764665"," 5741788"," 5882857"," 6240272"," 6552996"," 6790394"," 6968055"," 7034118"," 7213165"," 7014799"," 7237744"," 7698981"," 7833443"," 7966351"," 8252776"," 8677045"," 8923023"," 9144063"," 9311843"," 9317693"," 9644186"," 9877398"," 10146004"," 10471414"," 10623192"," 11026368"," 11189238"," 11561853"," 11465245"," 11705702"," 11804803"," 11979824"," 12366366"," 12387491"," 12701961"," 12594656"," 12125484"," 12653792"," 12636858"," 12453850"," 12552034"," 12684026"," 12665789"," 12675824"," 12538394"," 13006656"
"2018F","US","ESTCD"," 4.98"," 5.3"," 5.54"," 5.86"," 7.42"," 8.61"," 9.13"," 10.11"," 10.92"," 11.78"," 13.95"," 16.14"," 18.16"," 18.62"," 18.5"," 19.05"," 19.05"," 18.74"," 18.68"," 18.98"," 19.32"," 19.84"," 20.06"," 20.38"," 20.33"," 20.29"," 20.16"," 20.13"," 19.8"," 19.52"," 20.03"," 21.41"," 21.15"," 21.85"," 22.38"," 23.92"," 26.15"," 26.84"," 28.62"," 28.9"," 28.92"," 29.12"," 28.98"," 29.64"," 30.74"," 30.66"," 30.26"," 30.88"," 31.02"
"2018F","US","ESTCV"," 23344.7"," 26201.8"," 29712.5"," 33773.9"," 42586.5"," 50679.9"," 56972.4"," 66225"," 74159.2"," 82051.3"," 98095"," 116454.9"," 127393.3"," 134730.9"," 142420.4"," 149232.6"," 151792.8"," 154684.9"," 162063.1"," 169332.4"," 176690.9"," 184767.2"," 186905.5"," 196531.6"," 200831.3"," 205876.4"," 211105.4"," 213843.4"," 218361.5"," 218412.8"," 231577.5"," 245482.8"," 247598.2"," 257992.3"," 268133.2"," 295786.9"," 323962.5"," 340924.7"," 360453.9"," 350435"," 365912.7"," 368009.4"," 360862.9"," 372068.1"," 389872.1"," 388344.2"," 383566.8"," 387222.1"," 403427.1"
"2018F","US","ESTXD"," 4.98"," 5.3"," 5.54"," 5.86"," 7.42"," 8.61"," 9.13"," 10.11"," 10.92"," 11.78"," 13.95"," 16.14"," 18.16"," 18.62"," 18.5"," 19.05"," 19.05"," 18.74"," 18.68"," 18.98"," 19.32"," 19.84"," 20.06"," 20.38"," 20.33"," 20.29"," 20.16"," 20.13"," 19.8"," 19.52"," 20.03"," 21.41"," 21.15"," 21.85"," 22.38"," 23.92"," 26.15"," 26.84"," 28.62"," 28.9"," 28.92"," 29.12"," 28.98"," 29.64"," 30.74"," 30.66"," 30.26"," 30.88"," 31.02"
"2018F","US","ESTXV"," 23344.7"," 26201.8"," 29712.5"," 33773.9"," 42586.5"," 50679.9"," 56972.4"," 66225"," 74159.2"," 82051.3"," 98095"," 116454.9"," 127393.3"," 134730.9"," 142420.4"," 149232.6"," 151792.8"," 154684.9"," 162063.1"," 169332.4"," 176690.9"," 184767.2"," 186905.5"," 196531.6"," 200831.3"," 205876.4"," 211105.4"," 213843.4"," 218361.5"," 218412.8"," 231577.5"," 245482.8"," 247598.2"," 257992.3"," 268133.2"," 295786.9"," 323962.5"," 340924.7"," 360453.9"," 350435"," 365912.7"," 368009.4"," 360862.9"," 372068.1"," 389872.1"," 388344.2"," 383566.8"," 387222.1"," 403427.1"
"2018F","US","FNICD"," .8"," .84"," .84"," .97"," 2.13"," 2.43"," 2.55"," 2.8"," 3.24"," 3.66"," 6.68"," 8.26"," 7.26"," 6.8"," 6.71"," 6.27"," 3.41"," 4.2"," 3.44"," 4.21"," 5.21"," 4.47"," 4.32"," 3.85"," 3.65"," 4.04"," 4.85"," 4.46"," 2.93"," 4.1"," 6.62"," 5.38"," 5.65"," 6.69"," 8.67"," 11.78"," 14.12"," 15.92"," 22.2"," 13.9"," 17.97"," 23.88"," 23.66"," 23.55"," 21.57"," 11.34"," 9.53"," 11.88"," 15.09"
"2018F","US","FNICV"," 239.3"," 251.7"," 255.4"," 289.9"," 690.7"," 683.3"," 981.3"," 1092.6"," 1272.3"," 1667.4"," 3173.1"," 3638.7"," 2294.5"," 1928"," 1852.7"," 1478.5"," 1164.1"," 1459.4"," 1222.6"," 1636.6"," 1811.3"," 1335.5"," 1629"," 1348.4"," 1455.5"," 1506.1"," 2326.5"," 2393.6"," 1713.7"," 2060.5"," 4063.7"," 2655.7"," 3290.5"," 4098.7"," 6495.5"," 8226.8"," 8878.6"," 8956.2"," 10595.5"," 6557.1"," 8817.7"," 11635.1"," 10737.7"," 12196.2"," 9545.8"," 4854.8"," 4002.7"," 5181"," 6746.1"
"2018F","US","FOICD"," .94"," .99"," .99"," 1.14"," 2.5"," 2.86"," 3"," 3.3"," 3.42"," 4.97"," 7.64"," 9.72"," 8.79"," 8"," 7.9"," 7.38"," 4.01"," 4.94"," 4.05"," 4.96"," 6.13"," 5.26"," 5.08"," 4.53"," 4.3"," 4.75"," 5.71"," 5.25"," 3.45"," 4.83"," 7.8"," 6.33"," 6.65"," 7.87"," 10.2"," 13.86"," 16.62"," 18.74"," 26.14"," 16.36"," 21.16"," 28.1"," 27.84"," 27.72"," 25.39"," 13.35"," 11.22"," 13.98"," 17.76"
"2018F","US","FOICV"," 171.1"," 217.4"," 292.9"," 404.7"," 819.6"," 793.1"," 1086.8"," 1887.1"," 2434.3"," 4209"," 6564"," 7074.4"," 4588.5"," 4092.7"," 3712.2"," 3728.8"," 2449.3"," 2742.1"," 2360"," 2704.1"," 4621.6"," 4350.1"," 4141.4"," 3821.3"," 3607"," 3807.5"," 4168.8"," 4523.9"," 2827.7"," 3918.4"," 5630.2"," 4194.3"," 4202.4"," 5504.7"," 7952.4"," 9812.8"," 13139.6"," 13946.7"," 16930.5"," 6948"," 9574.1"," 10919.1"," 7998.1"," 6207.7"," 6276.2"," 3057.6"," 2495.4"," 3676.2"," 4246.4"
"2018F","US","FSICD"," .43"," .46"," .48"," .53"," 1.15"," 1.31"," 1.38"," 1.66"," 1.19"," 2.88"," 4.04"," 4.46"," 2.72"," 3.67"," 3.62"," 3.39"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2018F","US","FSICV"," 32.4"," 44.2"," 41.9"," 39.2"," 99"," 123.9"," 144.3"," 175.1"," 142.9"," 227.4"," 371"," 190.7"," 121.5"," 201.5"," 251.4"," 256.2"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2018F","US","GDPRV",,,,,,,,,,,,,,,,,,,,,,,,,,,," 8577600"," 9062800"," 9630700"," 10252300"," 10581800"," 10936400"," 11458200"," 12213700"," 13036600"," 13814600"," 14451900"," 14712800"," 14448900"," 14992100"," 15542600"," 16197000"," 16784900"," 17527300"," 18224800"," 18715000"," 19519400"," 20580200"
"2018F","US","HLACD"," 1.1"," 1.17"," 1.18"," 1.31"," 2.4"," 2.43"," 2.63"," 3.06"," 3.07"," 3.88"," 4.97"," 5.61"," 6"," 6.45"," 6.44"," 9.61"," 9.14"," 8.91"," 9.1"," 8.78"," 9.89"," 11.27"," 10.9"," 11.16"," 11.64"," 11.78"," 11.87"," 11.45"," 10.42"," 12.28"," 15.06"," 16.06"," 14.45"," 16.29"," 18.1"," 20.5"," 22.22"," 24.46"," 28.7"," 22.7"," 25.83"," 29.56"," 22.57"," 23.07"," 24.59"," 14.92"," 14.56"," 19.1"," 20.3"
"2018F","US","HLACV"," 48.6"," 59.7"," 62.7"," 64.8"," 109.3"," 104.9"," 123.6"," 153.2"," 165.7"," 84.4"," 87.7"," 190.8"," 204.5"," 261.1"," 274.5"," 284"," 249.6"," 192.6"," 212.1"," 199.9"," 226.6"," 238.4"," 211.9"," 226.1"," 396.4"," 209.1"," 185.8"," 163"," 184.1"," 175.5"," 179.3"," 220.6"," 206.7"," 291.4"," 346.2"," 578.8"," 611"," 537.5"," 1153.5"," 637.2"," 192.5"," 214.4"," 160.7"," 159.7"," 175.9"," 98.1"," 103.5"," 136.5"," 156.2"
"2018F","US","HLCCD"," 1.24"," 1.29"," 1.3"," 1.4"," 2.44"," 2.53"," 2.77"," 3.17"," 3.36"," 3.93"," 4.96"," 5.68"," 6.03"," 6.47"," 6.43"," 8.84"," 8.44"," 7.94"," 8.13"," 7.66"," 8.77"," 9.25"," 8.61"," 8.71"," 8.79"," 8.89"," 10.11"," 10.33"," 9.36"," 9.14"," 11.93"," 12.9"," 10.53"," 12.5"," 14.48"," 16.92"," 18.87"," 20.74"," 24.61"," 19.49"," 21.62"," 25.3"," 19.5"," 19.7"," 21.3"," 12.66"," 12.04"," 15.76"," 16.8"
"2018F","US","HLCCV"," 176.7"," 186.8"," 200.3"," 205.2"," 328.5"," 328.5"," 377.1"," 428.7"," 441.6"," 374.8"," 437.7"," 492.4"," 488.9"," 624.8"," 536.2"," 842.2"," 786.2"," 807.4"," 808.4"," 839.5"," 897.7"," 1002.3"," 921.6"," 952.3"," 944.3"," 967.4"," 1238.8"," 1243.6"," 1101.8"," 1283.2"," 1796.1"," 1843.6"," 1485.2"," 1963.5"," 2203"," 2225.6"," 2327.4"," 2521.6"," 3892.6"," 2709.4"," 3027.1"," 3605.3"," 2643.1"," 2986.2"," 3417.7"," 1874.6"," 1806"," 2453.7"," 2956.4"
