"Data_Status","State","MSN","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"2018F","US","P1TXV"," 4166.4"," 4443.6"," 4770.7"," 5313.8"," 8276.8"," 8491.4"," 9922.3"," 11785.8"," 13337.9"," 18774.1"," 26034.7"," 28567.4"," 22442"," 21703.9"," 22978.9"," 22263.1"," 18403.1"," 18908.5"," 17990"," 18603.6"," 21408.1"," 20063.5"," 19691.3"," 19379.4"," 19565.3"," 19978"," 21606.7"," 22895.8"," 20633.6"," 23543.9"," 28374.4"," 24862.4"," 25728.9"," 28707.4"," 35277.3"," 42911.7"," 52054.2"," 54667.4"," 62028.9"," 44410.4"," 54344.8"," 63170.1"," 58354.9"," 59589.7"," 58353.6"," 45847.9"," 39100.6"," 41664.2"," 47672.9"
"2018F","US","P5RFB"," 983430"," 941802"," 1025958"," 1060548"," 1054344"," 1052106"," 1083996"," 1147542"," 1200168"," 1230414"," 1184532"," 650287"," 633371"," 812700"," 770341"," 666798"," 767443"," 916177"," 1134599"," 1164317"," 1158182"," 950329"," 1167972"," 1034330"," 1166277"," 1101843"," 1331205"," 1353285"," 1127293"," 1155604"," 1050856"," 1397243"," 1332943"," 1493379"," 1481200"," 1508193"," 1624336"," 1593826"," 1416678"," 1376433"," 1499530"," 1543108"," 1540898"," 1553629"," 1436214"," 1476888"," 1612988"," 1658995"," 1641463"
"2018F","US","PAACD"," 2.31"," 2.37"," 2.38"," 2.57"," 3.7"," 4.02"," 4.2"," 4.47"," 4.59"," 6.19"," 8.6"," 9.83"," 9.42"," 8.44"," 8.26"," 8.26"," 6.23"," 6.6"," 6.58"," 7.2"," 8.32"," 8.02"," 7.94"," 7.93"," 7.94"," 8.11"," 8.77"," 8.73"," 7.5"," 8.28"," 10.76"," 10.25"," 9.68"," 11.23"," 13.47"," 16.92"," 19.2"," 20.83"," 25.62"," 17.89"," 21.54"," 27.55"," 28.41"," 27.74"," 26.73"," 19.16"," 16.7"," 18.92"," 21.76"
"2018F","US","PAACV"," 35327.1"," 37766.1"," 40153.7"," 45846.2"," 64368.3"," 70813.1"," 77759.1"," 86046.7"," 92003"," 122688.1"," 163517.1"," 184946.3"," 173553.2"," 156909.8"," 157064.7"," 160834.5"," 125724.9"," 137406"," 141976.2"," 156346.8"," 179909.7"," 171499"," 172152.7"," 174261.9"," 179168.8"," 186803.3"," 207330.2"," 208601.2"," 183795.6"," 208579.7"," 277580.3"," 261690.1"," 252246.8"," 294013.1"," 365642"," 466304.9"," 537174.7"," 583897.2"," 682388"," 461974.5"," 564145.2"," 710456.9"," 717895.3"," 711605.4"," 695786.3"," 506162.1"," 450272.8"," 513481.7"," 596860.3"
"2018F","US","PACCD"," .9"," 1.02"," 1.05"," 1.2"," 2.25"," 2.39"," 2.49"," 2.84"," 2.92"," 4.14"," 5.62"," 6.95"," 6.62"," 6.49"," 6.48"," 6.46"," 4.44"," 4.75"," 4.5"," 5.09"," 6.04"," 5.59"," 5.37"," 5.14"," 5.05"," 5.14"," 6.18"," 6.1"," 5.1"," 5.56"," 8.27"," 7.89"," 7.15"," 8.6"," 10.17"," 13.56"," 15.95"," 17.61"," 23.15"," 15.61"," 18.97"," 24.48"," 23.8"," 23.34"," 22.91"," 16.61"," 14.65"," 17.1"," 19.63"
"2018F","US","PACCV"," 1440.2"," 1574.4"," 1652.6"," 1936.2"," 3290"," 3219.2"," 3739.4"," 4411.2"," 4350"," 5658.8"," 7408.9"," 7793.7"," 6864.5"," 7592.1"," 7947.5"," 6996.3"," 5165.8"," 5376.6"," 4949.9"," 5293.4"," 5985.7"," 5223.7"," 4795.8"," 4208.8"," 4162.4"," 3955.6"," 4878.6"," 4530.7"," 3575"," 3931.2"," 6674.2"," 6225.4"," 5186.5"," 7248.9"," 8232.6"," 10330.7"," 10563.2"," 11410.1"," 15336.5"," 10322.6"," 12327.3"," 15537.1"," 13369.8"," 13074.2"," 13304"," 14767.7"," 12549.4"," 14433"," 17068.2"
"2018F","US","PAEID"," .42"," .58"," .66"," .8"," 1.89"," 2"," 1.98"," 2.23"," 2.17"," 3.04"," 4.34"," 5.43"," 4.94"," 4.68"," 4.9"," 4.35"," 2.48"," 3.04"," 2.49"," 2.95"," 3.42"," 2.59"," 2.57"," 2.42"," 2.47"," 2.61"," 3.07"," 2.82"," 2.09"," 2.43"," 4.2"," 3.87"," 3.46"," 4.22"," 4.26"," 6.18"," 6.65"," 8.01"," 11.04"," 7.24"," 9.55"," 12.2"," 14.26"," 11.88"," 12.55"," 7.58"," 5.56"," 7.41"," 9.75"
"2018F","US","PAEIV"," 882.3"," 1445.9"," 2038.8"," 2825.2"," 6349.6"," 6345.1"," 6874.2"," 8701"," 8660"," 9995.1"," 11431.6"," 11944.4"," 7745.5"," 7226.3"," 6296.4"," 4742.1"," 3603.4"," 3823.4"," 3896.2"," 5029.3"," 4408"," 3100.8"," 2547.6"," 2721.7"," 2614.4"," 1971.1"," 2505.5"," 2612.7"," 2735.9"," 2948.5"," 4807.9"," 4941.2"," 3323.1"," 5088.8"," 5115.6"," 7550.5"," 4233.1"," 5191.7"," 5070.2"," 2768.7"," 3536.4"," 3599.6"," 3054.6"," 3030.4"," 3705.6"," 2091.3"," 1355.9"," 1613"," 2537.9"
"2018F","US","PAICD"," .98"," 1.06"," 1.06"," 1.19"," 2.26"," 2.48"," 2.59"," 2.87"," 2.98"," 4.02"," 5.79"," 6.91"," 6.58"," 6.67"," 6.66"," 6.4"," 5.04"," 5.12"," 4.77"," 4.87"," 5.73"," 5.54"," 5.17"," 5.09"," 5.18"," 5.34"," 6.18"," 5.87"," 4.65"," 5.32"," 7.57"," 7.02"," 6.68"," 7.99"," 9.55"," 12.07"," 14.47"," 16.14"," 20.93"," 14.81"," 18.22"," 22.96"," 20.79"," 20.34"," 20"," 12.92"," 11.28"," 13.34"," 15.53"
"2018F","US","PAICV"," 6068.5"," 6662.9"," 7179.8"," 8600.3"," 15407.8"," 15543.6"," 18384.5"," 22189.7"," 23202.8"," 33704.7"," 42764.8"," 47171.2"," 41841.2"," 38509.6"," 41560.6"," 38970"," 30960.8"," 31726"," 29752.4"," 29361.3"," 35252.3"," 33457.5"," 32917.4"," 32114.9"," 34085.7"," 34594"," 41121"," 40587.2"," 32597.3"," 38182.1"," 53057.7"," 48133.2"," 46540.6"," 54863.3"," 71176.1"," 87780.4"," 106283.2"," 113358.2"," 134118.5"," 84280.4"," 110446.9"," 137130"," 124630.8"," 125679.2"," 120929.3"," 79340.4"," 68653.9"," 83385.4"," 102023.8"
"2018F","US","PAISB"," 6177269"," 6303960"," 6799797"," 7234555"," 6826864"," 6263887"," 7094374"," 7736034"," 7777067"," 8389335"," 7381252"," 6822500"," 6354996"," 5771037"," 6238669"," 6092039"," 6148412"," 6202358"," 6237787"," 6031240"," 6156911"," 6034263"," 6362280"," 6310012"," 6586191"," 6478211"," 6650394"," 6914874"," 7005960"," 7172420"," 7012119"," 6855726"," 6962764"," 6867977"," 7455723"," 7273726"," 7345096"," 7024794"," 6408475"," 5690623"," 6061110"," 5971662"," 5995676"," 6177940"," 6046108"," 6142971"," 6088263"," 6251845"," 6568306"
"2018F","US","PARCD"," 1.54"," 1.59"," 1.61"," 2.09"," 2.85"," 3.02"," 3.24"," 3.64"," 3.77"," 5.32"," 7.24"," 8.65"," 8.66"," 8.39"," 8.44"," 8.14"," 6.77"," 6.59"," 6.57"," 7.54"," 8.69"," 8.48"," 7.8"," 7.64"," 7.57"," 7.49"," 8.63"," 8.61"," 7.56"," 7.78"," 11.12"," 11.23"," 9.99"," 11.83"," 13.33"," 16.77"," 19.26"," 21.19"," 25.8"," 20.87"," 23.58"," 27.08"," 27.57"," 26.86"," 28.79"," 20.64"," 18.8"," 21.61"," 23.02"
"2018F","US","PARCV"," 4185.5"," 4366.7"," 4623"," 5851.5"," 7290.8"," 7488.4"," 8757.6"," 9775.6"," 9833.8"," 11159.8"," 12557"," 13253.4"," 12416.7"," 11353.9"," 12922.8"," 12744.9"," 10436.8"," 10662.3"," 11012"," 12526.9"," 12120.8"," 11708.1"," 11031.4"," 10995"," 10656.3"," 10288.6"," 12795.8"," 12238.6"," 9852.4"," 11397"," 17282.9"," 17169"," 14548.9"," 18293.5"," 20264.1"," 24320.4"," 23530.6"," 26467.8"," 34167.9"," 24153.6"," 26409.5"," 27985.7"," 24398.2"," 25849.7"," 29804.7"," 20770.4"," 16490.1"," 18807"," 23511.6"
"2018F","US","PASCB"," 27922665"," 29022543"," 31229895"," 32989764"," 31607788"," 30870588"," 33283158"," 35113885"," 35906001"," 34964217"," 32076840"," 30490317"," 28815839"," 28433868"," 29305751"," 29303223"," 30487224"," 31024764"," 32143708"," 32143223"," 31458009"," 30923128"," 31336051"," 31668182"," 32435445"," 32411232"," 33370793"," 33896699"," 34823899"," 35742124"," 36304569"," 35974332"," 36157186"," 36645840"," 38136457"," 38260986"," 37837750"," 37603974"," 35485224"," 33709682"," 34391526"," 33719853"," 32929101"," 33605763"," 33991789"," 34734880"," 35024147"," 35328760"," 36151236"
"2018F","US","PATCD"," 1.72"," 1.79"," 1.78"," 1.97"," 3.06"," 3.35"," 3.47"," 3.73"," 3.84"," 5.24"," 7.41"," 8.69"," 8.41"," 7.79"," 7.7"," 7.65"," 5.77"," 6.09"," 5.96"," 6.49"," 7.56"," 7.28"," 7.13"," 7.08"," 7.11"," 7.33"," 8.05"," 7.92"," 6.68"," 7.42"," 9.9"," 9.4"," 8.9"," 10.36"," 12.34"," 15.58"," 18.02"," 19.69"," 24.55"," 17.31"," 20.84"," 26.53"," 26.83"," 26.16"," 25.4"," 17.94"," 15.68"," 17.88"," 20.52"
"2018F","US","PATCV"," 47903.8"," 51816"," 55647.9"," 65059.3"," 96706.5"," 103409.5"," 115514.8"," 131124.3"," 138049.6"," 183206.5"," 237679.4"," 265109"," 242421.1"," 221591.7"," 225792"," 224287.7"," 175891.7"," 188994.3"," 191586.7"," 208557.7"," 237676.5"," 224989"," 223444.8"," 224302.3"," 230687.6"," 237612.5"," 268631"," 268570.4"," 232556.3"," 265038.5"," 359403"," 338158.9"," 321846"," 379507.7"," 470430.4"," 596286.9"," 681784.8"," 740325"," 871081.1"," 583499.8"," 716865.3"," 894709.2"," 883348.7"," 879238.9"," 863530"," 623131.9"," 549322.1"," 631720.2"," 742001.8"
"2018F","US","PATXD"," 1.82"," 1.9"," 1.91"," 2.11"," 3.2"," 3.5"," 3.64"," 3.92"," 4.05"," 5.47"," 7.68"," 8.95"," 8.61"," 7.97"," 7.83"," 7.78"," 5.93"," 6.22"," 6.14"," 6.69"," 7.73"," 7.46"," 7.28"," 7.25"," 7.27"," 7.44"," 8.18"," 8.07"," 6.86"," 7.59"," 10.09"," 9.6"," 9.05"," 10.56"," 12.6"," 15.9"," 18.21"," 19.89"," 24.72"," 17.43"," 20.97"," 26.66"," 26.91"," 26.27"," 25.52"," 18.02"," 15.76"," 17.95"," 20.6"
"2018F","US","PATXV"," 47021.5"," 50370.1"," 53609.1"," 62234.1"," 90356.9"," 97064.3"," 108640.6"," 122423.3"," 129389.6"," 173211.4"," 226247.8"," 253164.6"," 234675.6"," 214365.4"," 219495.6"," 219545.6"," 172288.3"," 185170.8"," 187690.5"," 203528.4"," 233268.5"," 221888.2"," 220897.2"," 221580.6"," 228073.2"," 235641.4"," 266125.5"," 265957.7"," 229820.4"," 262090"," 354595.1"," 333217.7"," 318522.9"," 374418.9"," 465314.8"," 588736.4"," 677551.7"," 735133.3"," 866010.9"," 580731.1"," 713328.9"," 891109.6"," 880294.1"," 876208.5"," 859824.4"," 621040.7"," 547966.1"," 630107.1"," 739463.9"
"2018F","US","PCCCD"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," .89"," .68"," .79"," .78"," .82"," 1.01"," 1.07"," .79"," .78"," .83"," .84"," .83"," 1.11"," 1.38"," 1.41"," 1.37"," 2.12"," 1.64"," 1.38"," 1.69"," 1.98"," 1.77"," 1.71"," 1.49"," 1.38"," 1.39"," 1.56"
"2018F","US","PCCCV"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," .1"," .1"," .1"," .1"," .1"," .1"," .1"," .1"," .1"," .2"," .2"," .3"," .3"," .4"," .4"," .5"," .6"," .4"," .5"," .3"," .7"," .6"," .9"," .8"," .4"," .7"," .6"
"2018F","US","PCEID"," .29"," .3"," .31"," .28"," .36"," .53"," 1.5"," 1.37"," .86"," 1.38"," 2.61"," .95"," 1.15"," 1.27"," 1.25"," 1.27"," 1.04"," 1.04"," .99"," .86"," .82"," .81"," .75"," .77"," .57"," .7"," .72"," .96"," .67"," .61"," .48"," .97"," .57"," .61"," .79"," .98"," 1.26"," 1.54"," 1.88"," 1.62"," 2.13"," 2.92"," 2.54"," 1.93"," 1.79"," 1.68"," 1.49"," 2.02"," 2.37"
"2018F","US","PCEIV"," 5.5"," 5.4"," 5.9"," 4.2"," 6.8"," 1.1"," 3.1"," 4"," 10.3"," 11.1"," 14.1"," 4"," 5.2"," 10"," 9.4"," 8.9"," 9.8"," 10.9"," 12.2"," 13.4"," 25"," 23.8"," 33.7"," 60.7"," 40"," 56.7"," 57"," 97.8"," 82.9"," 68.8"," 46.9"," 99.9"," 99.3"," 106"," 166.7"," 226.8"," 255.2"," 250"," 275.5"," 213.1"," 290.3"," 403.9"," 216.2"," 236.8"," 211.1"," 188"," 176.8"," 196.7"," 240.2"
"2018F","US","PCICD"," .53"," .66"," .61"," .61"," .74"," 1.42"," 1.56"," 1.83"," 1.69"," 1.69"," 2.19"," 2.75"," 2.15"," 1.54"," 1.66"," 1.86"," 1.53"," 1.5"," 1.45"," 1.68"," 1.73"," 1.5"," 1.18"," .97"," 1.02"," 1.15"," 1.51"," 1.37"," 1.27"," 1.31"," 1.39"," 1.55"," 1.28"," 1.29"," 1.46"," 1.82"," 2.06"," 2.44"," 4.11"," 2.4"," 3.41"," 4.55"," 3.43"," 2.72"," 2.6"," 2.4"," 1.91"," 2.59"," 3.47"
"2018F","US","PCICV"," 70.3"," 97.9"," 105.8"," 96.2"," 97"," 212.6"," 217.7"," 339.9"," 262.3"," 191.4"," 214.6"," 570.6"," 365.1"," 141.8"," 217.1"," 241.2"," 189.9"," 282.9"," 283.1"," 312.5"," 400.1"," 311.2"," 341.5"," 188.8"," 221.1"," 245"," 347.1"," 278.8"," 412.7"," 521"," 356.8"," 502.1"," 396.4"," 367"," 536.8"," 602"," 762.3"," 870.3"," 1462.5"," 687.3"," 588.9"," 613.1"," 622.5"," 353.1"," 301.5"," 346.1"," 214.3"," 205.1"," 324.6"
"2018F","US","PCISB"," 132334"," 148498"," 174633"," 157904"," 131630"," 150131"," 139098"," 185306"," 155369"," 113206"," 97980"," 207404"," 169975"," 91804"," 130524"," 129909"," 124061"," 188329"," 195906"," 186034"," 231008"," 207016"," 288248"," 193903"," 217396"," 212507"," 230533"," 203515"," 324180"," 397447"," 256716"," 324951"," 310542"," 283474"," 367860"," 331354"," 369241"," 356635"," 355948"," 286369"," 172846"," 134797"," 181421"," 130004"," 115976"," 144077"," 112022"," 79071"," 93622"
"2018F","US","PCRFB"," 313640"," 314573"," 338248"," 400054"," 373970"," 390205"," 395536"," 400506"," 394813"," 420054"," 418186"," 341826"," 370669"," 403090"," 407319"," 444668"," 456547"," 458083"," 478914"," 473956"," 483209"," 485631"," 509462"," 531395"," 505763"," 508787"," 526305"," 523895"," 534305"," 538317"," 539353"," 532618"," 531546"," 541220"," 569929"," 563642"," 568923"," 553350"," 514346"," 518778"," 521639"," 528441"," 535590"," 533703"," 537853"," 519495"," 540883"," 531333"," 535275"
"2018F","US","PCSCB"," 151504"," 166726"," 193527"," 173166"," 150455"," 152245"," 141148"," 188244"," 167365"," 121275"," 103378"," 211587"," 174473"," 99679"," 138100"," 136877"," 133480"," 198798"," 208226"," 201617"," 261375"," 236346"," 333326"," 272706"," 287248"," 293188"," 310218"," 305206"," 447860"," 510058"," 355524"," 428367"," 485962"," 458469"," 578934"," 562750"," 572563"," 519543"," 502626"," 418459"," 309787"," 273300"," 266837"," 252871"," 234656"," 256314"," 230636"," 176774"," 195458"
"2018F","US","PCTCD"," .5"," .62"," .58"," .58"," .69"," 1.4"," 1.56"," 1.83"," 1.63"," 1.67"," 2.21"," 2.72"," 2.12"," 1.52"," 1.64"," 1.83"," 1.5"," 1.48"," 1.42"," 1.62"," 1.63"," 1.42"," 1.13"," .92"," .91"," 1.03"," 1.3"," 1.23"," 1.11"," 1.16"," 1.14"," 1.41"," 1.02"," 1.03"," 1.22"," 1.47"," 1.78"," 2.16"," 3.46"," 2.15"," 2.84"," 3.72"," 3.15"," 2.34"," 2.19"," 2.09"," 1.7"," 2.28"," 2.89"
"2018F","US","PCTCV"," 75.8"," 103.3"," 111.7"," 100.4"," 103.8"," 213.7"," 220.8"," 343.9"," 272.5"," 202.6"," 228.7"," 574.5"," 370.3"," 151.9"," 226.5"," 250.1"," 199.8"," 293.7"," 295.3"," 326"," 425.1"," 335"," 375.2"," 249.6"," 261.2"," 301.8"," 404.2"," 376.8"," 495.7"," 589.9"," 403.9"," 602.2"," 495.9"," 473.3"," 703.8"," 829.2"," 1018"," 1120.7"," 1738.6"," 900.8"," 879.7"," 1017.3"," 839.4"," 590.5"," 513.5"," 534.9"," 391.5"," 402.5"," 565.3"
"2018F","US","PCTXD"," .53"," .66"," .61"," .61"," .74"," 1.42"," 1.56"," 1.83"," 1.69"," 1.69"," 2.19"," 2.75"," 2.15"," 1.54"," 1.66"," 1.86"," 1.53"," 1.5"," 1.45"," 1.68"," 1.73"," 1.5"," 1.18"," .97"," 1.02"," 1.15"," 1.51"," 1.37"," 1.27"," 1.31"," 1.39"," 1.54"," 1.28"," 1.29"," 1.46"," 1.82"," 2.06"," 2.44"," 4.11"," 2.4"," 3.4"," 4.54"," 3.43"," 2.71"," 2.6"," 2.4"," 1.91"," 2.59"," 3.46"
"2018F","US","PCTXV"," 70.3"," 97.9"," 105.8"," 96.2"," 97"," 212.6"," 217.7"," 339.9"," 262.3"," 191.4"," 214.6"," 570.6"," 365.1"," 141.8"," 217.1"," 241.2"," 189.9"," 282.9"," 283.1"," 312.5"," 400.1"," 311.2"," 341.5"," 188.9"," 221.2"," 245.1"," 347.2"," 279"," 412.8"," 521.1"," 356.9"," 502.3"," 396.6"," 367.3"," 537.1"," 602.4"," 762.7"," 870.7"," 1463.1"," 687.7"," 589.4"," 613.4"," 623.2"," 353.8"," 302.4"," 346.9"," 214.7"," 205.8"," 325.1"
"2018F","US","PEACD"," 2.31"," 2.37"," 2.38"," 2.57"," 3.7"," 4.02"," 4.2"," 4.47"," 4.59"," 6.19"," 8.6"," 9.83"," 9.42"," 8.44"," 8.26"," 8.26"," 6.23"," 6.6"," 6.58"," 7.21"," 8.32"," 8.03"," 7.95"," 7.93"," 7.94"," 8.11"," 8.77"," 8.73"," 7.5"," 8.28"," 10.76"," 10.25"," 9.68"," 11.23"," 13.46"," 16.92"," 19.2"," 20.82"," 25.61"," 17.88"," 21.52"," 27.53"," 28.38"," 27.72"," 26.7"," 19.14"," 16.69"," 18.9"," 21.73"
"2018F","US","PEACV"," 35330"," 37768.3"," 40155.5"," 45847.5"," 64370"," 70813.8"," 77759.4"," 86047"," 92003"," 122688.1"," 163517.1"," 185018.9"," 173743"," 157218.3"," 157431.5"," 161285.1"," 126115.3"," 137883.9"," 142463.6"," 156892"," 180461.6"," 172122.9"," 172864.7"," 174274.6"," 179182.4"," 186821.7"," 207355.1"," 208638.4"," 183834.4"," 208629.7"," 277647.9"," 261796"," 252328.7"," 294138.6"," 365805.9"," 466520.1"," 537408.5"," 584130.2"," 682713.8"," 462218"," 564343.7"," 710684.2"," 718214.2"," 711967.6"," 696206.1"," 506561.5"," 450667.8"," 513937"," 597324.9"
"2018F","US","PEASB"," 15317464"," 15928826"," 16895391"," 17834561"," 17402399"," 17615931"," 18507999"," 19243493"," 20043894"," 19825499"," 19009268"," 18819270"," 18440004"," 18628762"," 19063715"," 19521892"," 20240598"," 20883264"," 21634624"," 21775047"," 21686462"," 21444587"," 21756399"," 21979117"," 22561212"," 23040510"," 23636161"," 23899198"," 24516148"," 25198642"," 25800323"," 25538792"," 26066219"," 26202823"," 27171240"," 27576494"," 27996020"," 28059561"," 26657002"," 25845981"," 26219639"," 25815841"," 25303127"," 25681249"," 26070687"," 26461650"," 27001892"," 27195136"," 27484254"
"2018F","US","PECCD"," .8"," .87"," .91"," 1"," 1.46"," 1.68"," 1.9"," 2.28"," 2.42"," 3.1"," 4.01"," 4.72"," 5.1"," 5.59"," 5.58"," 5.53"," 4.66"," 4.57"," 4.41"," 4.63"," 4.93"," 4.8"," 4.77"," 4.97"," 5.14"," 4.85"," 5.29"," 5.58"," 5.19"," 5.14"," 6.73"," 8.03"," 6.46"," 7.99"," 9.12"," 11.17"," 12.11"," 11.86"," 13.5"," 10.5"," 10.65"," 11.17"," 10.37"," 10.07"," 10.61"," 9.51"," 8.62"," 9.55"," 9.86"
"2018F","US","PECCV"," 3358.2"," 3720.6"," 4020.8"," 4442.2"," 6205.9"," 6798.8"," 8298.4"," 9702"," 10396.4"," 13510.6"," 16463"," 18145.1"," 19743.3"," 21498.8"," 22283.9"," 20627.6"," 17183.8"," 17195.9"," 17554.6"," 18446.9"," 18975.7"," 18688.4"," 18770.9"," 19467.2"," 20370.1"," 19623"," 22290.6"," 23603.4"," 20490.3"," 20537.4"," 28291.5"," 32385.5"," 26399.1"," 33976.2"," 38141.9"," 44635.1"," 44712"," 45889.3"," 54507.2"," 41933.8"," 42108.2"," 44547.6"," 37796.3"," 40995.7"," 45466.5"," 41189"," 36242"," 40522.5"," 45672.6"
"2018F","US","PECSB"," 4211502"," 4299337"," 4401610"," 4428698"," 4250472"," 4050153"," 4363096"," 4249261"," 4299804"," 4355155"," 4106178"," 3841945"," 3869282"," 3842519"," 3996158"," 3730125"," 3688121"," 3765260"," 3983260"," 3982139"," 3847697"," 3892374"," 3931633"," 3920036"," 3959634"," 4048798"," 4212295"," 4228981"," 3947432"," 3995430"," 4206054"," 4031450"," 4087892"," 4250757"," 4182578"," 3996125"," 3690650"," 3868823"," 4037743"," 3993749"," 3954028"," 3989012"," 3645435"," 4069890"," 4286610"," 4331066"," 4202862"," 4242321"," 4630780"
"2018F","US","PEEID"," .32"," .38"," .42"," .47"," .87"," .97"," 1.03"," 1.17"," 1.27"," 1.5"," 1.77"," 2.04"," 2.05"," 2.02"," 2.02"," 1.91"," 1.6"," 1.57"," 1.49"," 1.51"," 1.48"," 1.4"," 1.38"," 1.4"," 1.36"," 1.29"," 1.35"," 1.38"," 1.32"," 1.33"," 1.71"," 1.85"," 1.54"," 1.84"," 2"," 2.61"," 2.48"," 2.68"," 3.21"," 2.45"," 2.63"," 2.65"," 2.41"," 2.62"," 2.8"," 2.28"," 2.09"," 2.21"," 2.33"
"2018F","US","PEEIV"," 4356.5"," 5490.9"," 6551.1"," 7951.9"," 14557.8"," 16545.5"," 19078.4"," 23715.5"," 26125.4"," 31471.6"," 38027.1"," 44273.7"," 42354"," 42565.9"," 44686"," 43969.8"," 37016.2"," 38182"," 38552.5"," 40829.4"," 40626.5"," 38752.3"," 38662.8"," 40316.5"," 40351.1"," 39072.5"," 41651.9"," 42946.7"," 43310.5"," 44688"," 60053.2"," 64671.4"," 54228.8"," 64672.1"," 71700.7"," 95915.7"," 90074.1"," 100682.8"," 118529.6"," 84813.1"," 94791.4"," 92729"," 82168"," 89112.3"," 95827.2"," 76352.3"," 68421.1"," 69714"," 75621.3"
"2018F","US","PEICD"," .62"," .68"," .72"," .8"," 1.39"," 1.68"," 1.85"," 2.12"," 2.27"," 2.85"," 3.78"," 4.41"," 4.67"," 4.72"," 4.69"," 4.47"," 3.67"," 3.55"," 3.39"," 3.31"," 3.66"," 3.54"," 3.47"," 3.5"," 3.53"," 3.42"," 3.94"," 3.95"," 3.39"," 3.71"," 5.12"," 5.45"," 4.87"," 6.05"," 7.19"," 9.14"," 10.1"," 10.6"," 13.27"," 9.44"," 10.5"," 12.28"," 10.91"," 10.93"," 11.04"," 7.74"," 6.79"," 7.89"," 8.78"
"2018F","US","PEICV"," 11081.4"," 12002.6"," 13121.1"," 15511.6"," 25668.9"," 27367"," 31821.1"," 37059.7"," 39933.7"," 52856"," 65452.8"," 74573.8"," 68138.6"," 65275.8"," 71293.4"," 66246.5"," 52599.2"," 52541.5"," 52369.1"," 54065.1"," 59992.9"," 57684.6"," 58753.7"," 59669.4"," 62062.9"," 61950.5"," 72704.7"," 74379.2"," 62355"," 67530.4"," 93104.4"," 92494.5"," 83929.6"," 101554.6"," 125626.2"," 151995.3"," 168076.1"," 173274.9"," 206920"," 127982.3"," 158687"," 185992.8"," 167256.5"," 171781"," 174846.9"," 121551.8"," 106330.4"," 126086.7"," 146709.5"
"2018F","US","PEISB"," 17998549"," 17748596"," 18327300"," 19336423"," 18411966"," 16336087"," 17181063"," 17520762"," 17604141"," 18537525"," 17313548"," 16913691"," 14583193"," 13835923"," 15193727"," 14810058"," 14317508"," 14784556"," 15466309"," 16344833"," 16387262"," 16300477"," 16911552"," 17029258"," 17570602"," 18121330"," 18437799"," 18821176"," 18372294"," 18223407"," 18178531"," 16969537"," 17232011"," 16795245"," 17471827"," 16627714"," 16640152"," 16349793"," 15591637"," 13557849"," 15106009"," 15147534"," 15336622"," 15712297"," 15834513"," 15712441"," 15655729"," 15980973"," 16704729"
"2018F","US","PERCD"," 1.22"," 1.28"," 1.33"," 1.54"," 1.91"," 2.11"," 2.37"," 2.75"," 2.92"," 3.59"," 4.51"," 5.24"," 5.8"," 6.33"," 6.44"," 6.37"," 5.83"," 5.6"," 5.54"," 5.88"," 6.23"," 6.17"," 6.06"," 6.22"," 6.39"," 6.11"," 6.57"," 7.03"," 6.7"," 6.68"," 8.32"," 9.7"," 8.09"," 9.69"," 10.96"," 13.16"," 14.42"," 14.27"," 15.93"," 13.36"," 13.31"," 13.59"," 13.32"," 12.71"," 13.55"," 11.69"," 10.99"," 12.12"," 12.09"
"2018F","US","PERCV"," 9760.5"," 10344.5"," 11060.4"," 12318.9"," 14537.6"," 16194.2"," 19064.5"," 21465.4"," 22787.9"," 26468.7"," 30822.1"," 33708.6"," 37463.9"," 38897.7"," 41883.7"," 40951.5"," 36399.8"," 35320.5"," 37118"," 40314.9"," 38531.1"," 39176.4"," 39550.1"," 42331.7"," 42409.6"," 40351.9"," 46837.1"," 47497.5"," 41241.6"," 43516.4"," 57089.6"," 64083.3"," 53708.7"," 67408.7"," 73503.1"," 86792.9"," 84661.5"," 89649.5"," 104164.4"," 83723.7"," 82993.7"," 82477.3"," 70903.5"," 79329.4"," 88534"," 70421.1"," 61465.4"," 68421"," 77929.7"
"2018F","US","PERSB"," 7988255"," 8109699"," 8337981"," 7986722"," 7629912"," 7675735"," 8035830"," 7793647"," 7803756"," 7374639"," 6839645"," 6436512"," 6463819"," 6146757"," 6502966"," 6425152"," 6245807"," 6309647"," 6703249"," 6854056"," 6189389"," 6346965"," 6529064"," 6802802"," 6637527"," 6602272"," 7126778"," 6757154"," 6160017"," 6512643"," 6859566"," 6605920"," 6641557"," 6958207"," 6704101"," 6595620"," 5869762"," 6281320"," 6538610"," 6268336"," 6234582"," 6070882"," 5321863"," 6239456"," 6536264"," 6025057"," 5593553"," 5647313"," 6445513"
